,Q2,Q3,Q4,Q6,Q7,Q48,Q49,Q52,Q86,Q87,Q88,Q89,AA,White,Asian,Other,HispY,HispN,DisY,DisN,Under40,Over40,NonSuper,Super,-10YearsFed,11-20YearsFed,+20Fed,Male,Female,Mil,NoMil,dbl_needs_not_met,Outcome
4564,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4566,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
4567,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4568,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4569,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4570,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0
4571,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4573,4.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4575,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4576,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
4577,2.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4578,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4579,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4580,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
4581,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
4582,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
4583,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
4584,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
4585,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4586,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4587,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
4588,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
4589,2.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
4590,1.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
4591,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4592,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4593,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4594,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
4595,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
4596,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4597,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4598,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4599,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
4600,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
4601,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
4602,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4603,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4604,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4605,2.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0
4606,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
4607,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
4608,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0
4609,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
4610,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4611,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4612,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4613,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
4614,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4615,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4616,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4617,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
4618,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
4619,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
4620,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4621,2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4622,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
4623,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
4624,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
4625,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4626,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
4627,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4628,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
4629,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
4630,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4631,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4632,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
4633,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,5.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
4634,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4635,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4636,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4637,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
4638,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
4639,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4640,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0
4641,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
4642,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4643,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
4644,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4645,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4646,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4647,4.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
4648,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4649,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
4650,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
4651,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4652,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
4653,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4654,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4655,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
4656,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0
4657,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4659,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
4660,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4661,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4662,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4663,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
4664,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
4665,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4666,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4667,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4668,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4669,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4670,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
4671,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4673,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4674,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4675,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
4676,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
4677,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
4678,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
4679,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
4680,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
4681,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
4683,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4684,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
4685,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
4686,1.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
4687,4.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
4688,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
4689,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4690,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4691,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
4692,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
4693,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4694,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
4695,2.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4696,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4697,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4698,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4699,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
4700,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
4701,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
4703,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
4704,3.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1
4705,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4706,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4707,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
4708,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
4709,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4711,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4712,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4713,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4714,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
4715,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4716,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
4717,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4718,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
4719,2.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
